Pan,0.5750
Atlas,0.6019
Prometheus,0.612986
Pandora,0.628804
Janus,0.694590
Mimas,0.9424218
Encaledus,1.370218
Tethys,1.887802
Dione,2.736915
Rhea,4.517500
Titan,15.945421
Hyperion,21.276609
Iapetus,79.330183
Phoebe,-550.48
